,coin,Unnamed: 0_x,cluster_v_usdt_x,cluster_v_buyer_usdt_x,v_4_vb,v_8_vb,v_4_b,v_8_b,d8_b,Unnamed: 0_y,cluster_v_usdt_y,cluster_v_buyer_usdt_y,v_4_va,v_8_va,v_4_a,v_8_a,d8_a,cluster_v,cluster_p,trade_min_p,trade_max_p,cluster_v_usdt,cluster_v_buyer_usdt,amount_max,till_date,Unnamed: 0,buyer,trades_v_usdt,liq_v_l_usdt,liq_v_s_usdt,cluster_max_avg,liq_l_max_avg,liq_s_max_avg,C-i,B/A,B-i,BVi,A/B,A-i,AVi,Liq L,Liq S,L-i L,L-i S,BVi_test,AVi_test
93,GHSTUSDT,202,9193.337999999998,55214.913599999985,185429.2,186081.3,191333.08099999998,191981.3159,191981.3159,65,4039.4969999999994,24261.098399999995,143406.9,221958.8,151710.838,237468.3074,237468.3074,67.0,1.0394999999999999,1.038,1.04,69.64649999999999,418.2947999999999,49549.0,2024-02-18,0,4,1292.0497,,,83131.51513,,,0.0,0.8,1.0,2747.2,1.2,0.6,2178.3,,,,,148.1,117.4
92,GALAUSDT,1246,389173.2351,2137553.4233999997,132624180.0,136009984.0,3956940.31298,4051742.82498,4051742.82498,874,348767.2708,1915621.6471999998,126943482.0,126943482.0,3805217.2965700002,3805217.2965700002,3805217.2965700002,35503.0,0.029949999999999997,0.0299,0.02993,1063.31485,5840.309899999999,1377015.0,2024-02-18,0,6,14557.39004,,,695302.665202,233103.954458,83656.285173,0.0,1.1,1.0,3721.3,0.9,1.0,3578.6,,,,,271.8,261.4
91,FRONTUSDT,2403,88963.05600000001,0.0,817323.0,817323.0,523679.2921,523679.2921,523679.2921,1396,60730.488000000005,0.0,412747.0,527381.0,268123.2486,346064.3868,346064.3868,315.0,0.6448,0.6432,0.645,203.11200000000002,0.0,1898497.0,2024-02-18,0,5,1944.3865,,,346606.00463,71592.57953758,40545.89411005,0.0,1.5,1.0,2578.3,0.7,0.8,1320.1,,,,,269.3,137.9
90,FLOWUSDT,237,57984.4464,60502.367625,3656210.69,3656210.69,3638717.95817,3638717.95817,3638717.95817,184,41059.25664,42842.217075,1979914.7,1979914.7,1993775.80111,1993775.80111,1993775.80111,312.96,1.0015,1.0,1.002,313.42944,327.039825,327836.0,2024-02-18,0,4,2776.43279,,,239505.3636158,71600.54112000001,18053.201149999997,0.0,1.8,1.0,11609.4,0.5,1.0,6361.2,,,,,1310.6,718.1
151,VIBUSDT,1117,295303.79925000004,41933.3148,1512912.0,1636269.0,109907.59401,118243.06899,118243.06899,416,176688.04725,25089.8076,3156351.0,3156351.0,233147.47342000002,233147.47342000002,233147.47342000002,16845.0,0.07335,0.07323,0.07334,1235.58075,175.4532,224491.0,2024-02-18,0,12,1328.27537,,,56187.71934999999,,,0.0,0.5,0.9,89.0,2.0,1.0,188.7,,,,,82.7,175.5
89,ERNUSDT,399,168464.67049999998,338389.1735,44707.2,44707.2,108951.0217,108951.0217,108951.0217,237,124862.04989999998,250806.09329999998,143459.5,160027.6,357949.8118,400549.8337,400549.8337,403.9,2.4535,2.45,2.453,990.9686499999999,1990.5245499999999,105343.0,2024-02-18,0,10,2035.2869999999998,,,122117.201785,,,0.0,0.3,1.0,109.9,3.7,0.9,361.2,,,,,53.5,175.9
88,DYDXUSDT,6625,19156655.032649998,2187425.8702499997,2759166.78,2821996.16,9759467.35024,9968614.49209,9968614.49209,3839,14048213.690609999,1604112.30485,1600270.87,1600705.83,5729401.46298,5731037.47235,5731037.47235,6061.589999999999,3.5709999999999997,3.562,3.573,21645.937889999997,2471.66765,1230816.0,2024-02-18,0,21,41795.10032,,,1259845.3705550001,330206.4960200001,163103.84535000002,0.0,1.7,1.0,450.9,0.6,1.0,264.7,,,,,233.5,137.1
87,DFUSDT,331,12257.36505,12257.36505,1263537.0,1279841.0,57372.3341,58086.44929999999,58086.44929999999,346,13956.40575,13956.40575,3648283.0,3648283.0,168451.76234,168451.76234,168451.76234,2655.0,0.04571,0.04564,0.04571,121.36005,121.36005,76036.0,2024-02-18,0,8,2013.5651600000003,,,69808.2024185,,,0.0,0.3,1.0,472.7,2.9,1.0,1388.0,,,,,28.5,83.7
86,CVPUSDT,495,1220.2604700000002,0.0,287148.7,287148.7,132698.55589,132698.55589,132698.55589,541,1433.6393500000001,0.0,160224.4,160224.4,74904.43392,74904.43392,74904.43392,14.3,0.46630000000000005,0.4656,0.4666,6.668090000000001,0.0,124120.0,2024-02-18,0,3,365.04092,,,89110.76894750001,,,0.0,1.8,1.0,19900.5,0.6,1.0,11233.3,,,,,363.5,205.2
85,BETAUSDT,473,1073.8826999999999,0.0,1371380.0,1373077.0,110125.20978,110256.26464,110256.26464,1091,1939.4000999999998,0.0,1333466.0,1333466.0,108972.74412,108972.74412,108972.74412,99.0,0.08095,0.08081,0.0809,8.01405,0.0,147670.0,2024-02-18,0,0,992.13131,,,63934.77600699999,,,0.0,1.0,1.0,13741.5,1.0,1.0,13597.7,,,,,111.0,109.8
84,BEAMXUSDT,27524,3937954.2908500005,1136552.8032100003,35677688.0,35679577.0,1175142.062618,1175199.992581,1175199.992581,19993,3264661.2834250005,942230.3204050001,11961458.0,11961458.0,397562.973629,397562.973629,397562.973629,69785.0,0.033155000000000004,0.033073,0.033171,2313.7216750000002,667.7748550000001,0.0,2024-02-18,0,38,7562.598672,,,512893.87744899996,119222.68082283999,62616.441559100014,0.0,3.0,1.0,507.9,0.3,1.0,171.8,,,,,155.4,52.6
83,AUCTIONUSDT,3004,357735.80106,0.0,112696.04,112713.71,3087038.3083,3087491.2137,3087491.2137,1181,236092.54878,0.0,40602.22,40608.12,1123718.1088,1123888.9727999999,1123888.9727999999,23.720000000000002,27.5715,27.53,27.57,653.99598,0.0,1119487.0,2024-02-18,0,1,677.0568999999999,,,821416.9876410001,184754.945068392,65352.29169583899,0.0,2.7,1.0,4720.3,0.4,1.0,1718.2,,,,,4559.5,1659.7
82,ATAUSDT,1919,1035773.9763,849670.9827999999,9689603.0,9843220.0,1379226.6879,1400026.0161,1400026.0161,391,386042.0319,316679.81639999995,5373309.0,6430855.0,775384.5774,934016.4774,934016.4774,14721.0,0.14329999999999998,0.1431,0.1434,2109.5193,1730.4907999999998,209690.0,2024-02-18,0,13,6859.9514,,,113955.960605,52141.991740000005,13179.87905,0.0,1.5,1.0,653.8,0.7,0.8,367.6,,,,,201.1,113.0
110,APEUSDT,794,7633.109819999999,0.0,3954000.21,3954494.93,6908793.97429,6909603.44769,6909603.44769,763,6713.715639999999,0.0,2791962.89,2791962.89,4902478.00278,4902478.00278,4902478.00278,12.19,1.754,1.751,1.753,21.381259999999997,0.0,1553885.0,2024-02-18,0,18,10902.01186,,,926023.3932785001,266757.70158,81870.69928,0.0,1.4,1.0,323123.8,0.7,1.0,229288.5,,,,,633.7,449.7
112,CITYUSDT,862,624894.258405,624894.258405,45043.78,45188.59,143744.473,144179.62705,144179.62705,308,398248.672455,398248.672455,53339.95,53339.95,174097.1912,174097.1912,174097.1912,1005.37,3.2205,3.216,3.223,3237.794085,3237.794085,107110.0,2024-02-18,0,9,3442.1245700000004,,,69020.35391799998,,,0.0,0.8,1.0,44.4,1.2,1.0,53.8,,,,,41.8,50.6
141,LOOMUSDT,4560,1181227.4564999999,1780462.7451,5852522.0,5852753.0,602378.62836,602400.8250600001,602400.8250600001,2938,1020527.5079999999,1538239.9031999998,5403482.0,5405514.0,559650.20436,559871.18436,559871.18436,16030.0,0.10335,0.10321,0.10341,1656.7005,2497.1427,4846220.0,2024-02-18,0,25,6651.64953,,,181916.6067405,96128.7462231,17779.09895746,0.0,1.1,1.0,363.6,0.9,1.0,337.8,,,,,90.6,84.1
113,FLUXUSDT,2375,6083.44779,0.0,197716.8,197716.8,169101.193693,169101.193693,169101.193693,1322,5760.07515,0.0,143815.1,143815.1,124669.26688800001,124669.26688800001,124669.26688800001,23.46,0.8614999999999999,0.86,0.861,20.21079,0.0,200279.0,2024-02-18,0,5,1191.542931,,,154175.92605135002,,,0.0,1.4,1.0,8366.9,0.7,1.0,6168.5,,,,,141.9,104.6
140,LEVERUSDT,717,730568.672406,58440.311001,735281865.0,735281865.0,1361983.133901,1361983.133901,1361983.133901,285,401687.24256000004,32132.129760000003,483454911.0,542855679.0,903607.610617,1020741.262478,1020741.262478,1347582.0,0.001863,0.00186,0.001863,2510.545266,200.82581100000002,1619687.0,2024-02-18,0,4,4371.740118,,,337040.98404595006,123790.55628202001,48005.0611579,0.0,1.3,1.0,542.5,0.7,0.9,359.9,,,,,311.5,206.7
139,HOOKUSDT,5684,402886.98000000004,0.0,230807.1,230807.1,256226.24199,256226.24199,256226.24199,3993,310087.17000000004,0.0,134319.1,134319.1,151208.80012,151208.80012,151208.80012,505.0,1.1205,1.1174,1.1214,565.8525000000001,0.0,345039.0,2024-02-18,0,8,1099.3243,,,449240.6788350001,116522.01740106,37762.53875671,0.0,1.7,1.0,452.8,0.6,1.0,267.2,,,,,233.1,137.5
143,PENDLEUSDT,13504,260315.97900000002,37736.223000000005,537341.6,537341.6,1495036.15003,1495036.15003,1495036.15003,9250,207343.38240000003,30057.148800000006,257896.8,257896.8,727540.99216,727540.99216,727540.99216,81.4,2.793,2.7888,2.792,227.35020000000003,32.95740000000001,345999.0,2024-02-18,0,18,3198.439,,,485793.0155350001,64245.96787130002,36970.90088513,0.0,2.1,1.0,6575.9,0.5,1.0,3200.1,,,,,467.4,227.5
138,HFTUSDT,680,184444.3065,120458.21075000001,2178334.8,2178334.8,851283.13142,851283.13142,851283.13142,556,155890.16700000002,101809.86850000001,1291931.9,1292471.7,508233.75409,508455.01811,508455.01811,1966.2,0.3925,0.3921,0.3926,771.7335,504.00925000000007,258338.0,2024-02-18,0,3,828.96004,,,126465.68896550001,79248.41267578001,11743.34471499,0.0,1.7,1.0,1103.1,0.6,1.0,658.6,,,,,1026.9,613.1
137,GMXUSDT,1932,128529.66168,27831.551580000003,31638.931,31638.931,1572499.84293,1572499.84293,1572499.84293,1115,104313.92832,22587.92592,11483.961,11591.414999999999,574839.43211,580559.63212,580559.63212,6.216,49.945,49.87,49.95,310.45812,67.22597,424661.0,2024-02-18,0,7,5475.14882,,,320213.01099190005,68663.19256605401,15184.876727195999,0.0,2.7,1.0,5065.1,0.4,1.0,1851.6,,,,,287.2,105.0
136,GLMUSDT,5211,460937.26019999996,196261.65614999997,2952426.1,2952426.1,999382.1632,999382.1632,999382.1632,1248,227028.79979999998,96666.18884999998,1149770.7,1149770.7,394626.43641,394626.43641,394626.43641,2017.2,0.34104999999999996,0.3402,0.3417,687.96606,292.92784499999993,110063.0,2024-02-18,0,12,2501.91795,14.7858524,,272204.060152,12729.99235382,3576.40199304,0.0,2.5,1.0,1452.7,0.4,1.0,573.6,0.0,,0.0,,399.4,157.7
135,EDUUSDT,8596,80416.07999999999,0.0,617015.0,617015.0,511857.28853,511857.28853,511857.28853,8685,77715.53999999998,0.0,485880.0,485880.0,405923.39017,405923.39017,405923.39017,120.0,0.8334999999999999,0.83233,0.83329,100.01999999999998,0.0,422601.0,2024-02-18,0,7,346.52217,,,135400.97321,92222.69153754001,28771.28679951,0.0,1.3,1.0,5117.5,0.8,1.0,4058.4,,,,,1477.1,1171.4
134,CYBERUSDT,2159,94432.18680000001,61941.4344,53815.08,54310.76,471961.74685,475977.45874,475977.45874,2349,102301.53570000001,67103.2206,45586.85,45586.85,402562.83406,402562.83406,402562.83406,24.85,8.7965,8.783,8.794,218.593025,143.38295,7345458.0,2024-02-18,0,6,1234.26822,,,392822.46232449997,97953.92594605999,42673.72104700001,0.0,1.2,1.0,2159.1,0.8,1.0,1841.6,,,,,382.4,326.2
133,COMBOUSDT,149,1915.7898499999997,0.0,1205774.4,1205774.4,1022466.8123999999,1022466.8123999999,1022466.8123999999,109,1182.9037999999998,0.0,703162.1,703162.1,603245.1568,603245.1568,603245.1568,15.1,0.8514999999999999,0.85,0.851,12.857649999999998,0.0,274134.0,2024-02-18,0,4,1088.5250999999998,,,110859.41429900001,58338.3825295,4711.882095020001,0.0,1.7,1.0,79522.1,0.6,1.0,46917.2,,,,,939.3,554.2
144,PHBUSDT,3345,341809.875,156472.965,270621.0,270621.0,410687.601,410687.601,410687.601,3596,367359.3,168168.924,318510.0,318613.0,491451.9338,491619.7517,491619.7517,450.0,1.5345,1.5323,1.5349,690.525,316.10699999999997,338846.0,2024-02-18,0,20,2179.3075,,,316328.699235,67402.8276719,18211.67255972,0.0,0.8,1.0,594.7,1.2,1.0,711.7,,,,,188.4,225.5
130,AMBUSDT,530,921017.91474,1148219.226,19783921.0,19787525.0,197901.37171,197935.57367,197935.57367,357,646905.440115,806487.3135,63345056.0,63345056.0,643088.00782,643088.00782,643088.00782,363123.0,0.010065000000000001,0.01005,0.01012,3654.832995,4556.4255,839260.0,2024-02-18,0,25,13039.1939,,,192889.09473339998,51793.07781321999,17344.39079935,0.0,0.3,1.0,54.1,3.2,1.0,176.0,,,,,15.2,49.3
