,coin,Unnamed: 0_x,cluster_v_usdt_x,cluster_v_buyer_usdt_x,v_4_vb,v_8_vb,v_4_b,v_8_b,d8_b,Unnamed: 0_y,cluster_v_usdt_y,cluster_v_buyer_usdt_y,v_4_va,v_8_va,v_4_a,v_8_a,d8_a,cluster_v,cluster_p,trade_min_p,trade_max_p,cluster_v_usdt,cluster_v_buyer_usdt,amount_max,till_date,Unnamed: 0,buyer,trades_v_usdt,liq_v_l_usdt,liq_v_s_usdt,cluster_max_avg,liq_l_max_avg,liq_s_max_avg,C-i,B/A,B-i,BVi,A/B,A-i,AVi,Liq L,Liq S,L-i L,L-i S,BVi_test,AVi_test
309,HFTUSDT,470309,2974986330.3724203,273632452.69542,20649687.4,21047772.8,7766346.42646,7907383.15776,7907383.15776,256029,2272063351.5494204,208979201.42242002,4867474.2,5585880.5,1997692.84431,2306398.9239,2306398.9239,207913.40000000002,0.4001,0.3781,0.405,83186.15134000001,7651.27234,258338.0,2024-02-18,0,1791,747958.86596,,1056.1892315,122280.22920350001,77715.05773318,11743.34471499,0.7,3.4,1.0,93.4,0.3,0.9,24.0,,1.1,,0.1,10.4,2.7
57,COMPUSDT,4855619,29359309718.336906,7840021903.652611,41903.267,55834.758,2557764.55886,3367394.34349,3367394.34349,2065067,19988074092.853195,5337555283.254023,76355.06999999999,141753.879,5931885.84818,11184778.30321,11184778.30321,3179.683,75.0025,61.69,76.34,238484.17420749998,63684.097732500006,1756634.0,2024-02-18,0,12562,5213545.64551,29167.67264,79294.85181000001,379804.2551707501,90865.247042,23377.10322,0.6,0.3,0.8,10.7,3.3,0.5,24.9,29.2,79.3,0.3,3.4,0.5,1.1
50,ARDRUSDT,5920,82879909.0252,74835696.94888,28348164.0,28437834.0,2648085.651,2655975.4439,2655975.4439,2819,55754692.898099996,50343217.67814,26272390.0,27393567.0,2560341.4644,2672544.1166,2672544.1166,254135.0,0.09547,0.094,0.0958,24262.26845,21907.40543,41505.0,2024-02-18,0,78,61934.1485,,,41895.083503,,,0.6,1.0,1.0,109.1,1.0,1.0,105.5,,,,,42.8,41.3
205,BNXUSDT,36504,910331705.2389,479830525.08342004,16335179.7,16369194.4,4890018.54284,4899549.53352,4899549.53352,24032,674872312.76535,355721254.49973005,2881160.4,4567279.2,886516.7291,1441333.1409500001,1441333.1409500001,346189.0,0.30135,0.3009,0.3063,104324.05515,54988.600170000005,364407.0,2024-02-18,0,439,514106.44649,564.006328,,218466.96258350002,67409.07038798,8499.96045005,0.5,3.4,1.0,46.9,0.3,0.6,8.5,0.6,,0.0,,9.5,1.7
288,SPELLUSDT,433370,3446463754.6603203,2437131194.09568,4210345619.0,4666678018.0,3224345.9715551,3551543.5399491,3551543.5399491,369603,3279294576.443376,2318919238.907424,4940526195.0,6324564281.0,3962060.13115,5135873.2392707,5135873.2392707,115271281.0,0.0007776,0.000771,0.0007898,89634.94810560001,63384.426374400005,479595.0,2024-02-18,0,2289,831740.2526757,33743.9544764,12.6099855,174390.21879385505,60786.4051994,19512.743364179998,0.5,0.7,0.9,36.0,1.4,0.8,44.2,33.7,0.0,0.6,0.0,3.9,4.8
147,1INCHUSDT,1032216,9778699659.31875,4776271493.315625,86387083.0,87317072.6,39573728.216,39981640.28336,39981640.28336,492966,6941811540.2885,3390632469.2417502,4225047.3,9883580.7,2116828.93219,5060714.77916,5060714.77916,363982.6,0.46825000000000006,0.462,0.499,170434.85245,83246.561975,266707.0,2024-02-18,0,3469,1614205.65997,24857.2668,,351765.87016449997,89104.29452000002,30988.327050000004,0.5,7.9,1.0,232.2,0.1,0.4,12.4,24.9,,0.3,,24.5,1.3
219,FLOWUSDT,57095,1828257537.1942403,1090421346.7008002,38408549.32,38521974.18,36849295.67035,36951818.13686,36951818.13686,41046,1566190026.1969922,934117323.6326401,32789696.01,33400860.78,32850544.024749998,33492268.464369997,33492268.464369997,132772.76,0.9752000000000001,0.965,0.995,129479.99555200002,77225.30784000001,327836.0,2024-02-18,0,1212,1383513.22851,60.5,5772.490899999999,237201.81815934996,69843.49376000001,17138.46771,0.5,1.1,1.0,284.6,0.9,1.0,253.7,0.1,5.8,0.0,0.3,26.6,23.7
252,AMPUSDT,462906,2168791145.5448,1906070365.06676,2567517423.0,2661887373.0,11952826.84027,12373441.823606,12373441.823606,181242,1275944440.63247,1121380401.5924766,473473094.0,531517630.0,2357207.162848,2656700.92871,2656700.92871,12311180.0,0.0048185,0.004707,0.0049,59321.420829999995,52135.4038585,296400.0,2024-02-18,0,1808,606684.683977,,,130722.4270321,,,0.5,4.7,1.0,201.5,0.2,0.9,39.7,,,,,19.7,3.9
261,ENSUSDT,119382,11209474984.20528,8514359411.92512,2113157.12,2115033.97,43653186.271,43689910.5915,43689910.5915,85623,9655944384.64178,7334347154.37112,895459.87,903460.21,18994206.4472,19170921.3074,19170921.3074,23911.01,20.9585,20.76,21.13,501138.903085,380649.11534,159727.0,2024-02-18,0,1341,1799483.7896,7201.5988,,1004949.944436,148984.75423999998,164986.13386,0.5,2.3,1.0,87.1,0.4,1.0,37.9,7.2,,0.0,,24.3,10.6
49,ZRXUSDT,150636,2420748804.7176003,338889055.84800005,12338700.0,12399491.0,4306393.8358,4326537.7907,4326537.7907,120257,2146457711.1615002,300490090.39500004,11637463.0,11780200.0,4221499.1514,4276166.365,4276166.365,309943.0,0.3567,0.3526,0.3612,110556.66810000001,15477.213000000002,3284568.0,2024-02-18,0,418,338716.5506,167.64673,1156.2738000000002,208236.844845,90590.43177399998,50822.236157,0.5,1.0,1.0,39.0,1.0,1.0,38.2,0.2,1.2,0.0,0.0,12.7,12.5
17,ETCUSDT,63256,9917822010.81375,2852666947.0709996,3221205.92,3249096.29,81396944.7685,82065733.0735,82065733.0735,54424,9214528363.7451,2650378325.7496796,1023316.89,1055601.4,26381789.9771,27255093.9175,27255093.9175,25851.65,25.448999999999998,25.36,25.71,657898.64085,189231.63827999998,647614.0,2024-02-18,0,287,1264181.9712,32836.78313,643.1122,1380741.381204,470337.2734279999,201465.758373,0.5,3.0,1.0,123.7,0.3,1.0,40.1,32.8,0.6,0.1,0.0,64.4,20.9
6,BNBUSDT,164554,65293630770.40613,40291562179.42162,716884.0,761613.625,265321246.1631,280991119.4398,280991119.4398,118356,54221028850.8848,33458852411.800873,210308.191,256507.346,80023200.5159,98428247.2727,98428247.2727,7251.258,374.079,372.4,377.6,2712543.341382,1673863.245375,8255880.0,2024-02-18,0,2879,11566562.888,45295.17344,3665.94687,6433568.824152599,501141.515414,242994.561367,0.4,2.9,0.9,97.8,0.4,0.8,29.5,45.3,3.7,0.1,0.0,22.9,6.9
78,MBLUSDT,159735,846099302.0473486,455977527.4224225,1143299727.0,1146677322.0,6045057.172056,6062015.396883,6062015.396883,133482,820917007.8221596,442406354.12415755,535283743.0,651676407.0,2933694.765391,3596306.5065760002,3596306.5065760002,7963161.0,0.0053965,0.005335,0.005417,42973.198336500005,23158.998802500002,77699030.0,2024-02-18,0,1226,254785.136118,1806.6707471,1431.4374768000002,117523.73587655001,55282.91994896,9227.094033390002,0.4,1.7,1.0,140.7,0.6,0.8,68.3,1.8,1.4,0.0,0.2,23.7,11.5
227,ILVUSDT,520888,2377582523.152928,1569657646.6232476,52875.926,54008.313,4912476.15321,5011975.72375,5011975.72375,381054,2042731553.689736,1348592182.1950758,16700.207,17768.429,1657340.93351,1769284.10961,1769284.10961,666.506,95.914,93.5,97.9,63927.256484,42204.17419399999,136668.0,2024-02-18,0,2443,756896.47523,92.75118,,182007.01130695,64209.663824200004,14840.6595237,0.4,2.8,1.0,76.8,0.4,0.9,25.9,0.1,,0.0,,6.5,2.2
238,QUICKUSDT,422596,2476522269.58749,1764528319.51479,110291392.0,115840445.0,6367388.70671,6675131.54404,6675131.54404,193791,1670100602.3925302,1189950861.96063,14942236.0,23575010.0,921316.3052,1482405.15274,1482405.15274,1362551.0,0.06099,0.05851,0.06105,83101.98549,59210.37279,181956.0,2024-02-18,0,1870,683932.93958,,,190207.71074649997,,,0.4,4.5,1.0,76.6,0.2,0.6,11.1,,,,,9.3,1.3
87,SNXUSDT,357634,4728566866.0608,2052643206.0366006,2270593.3,2354101.3,7989156.3133,8267824.3336,8267824.3336,285318,4333843180.799999,1881295964.1000004,2031526.8,2189964.5,7643455.2998,8273316.7775,8273316.7775,38169.6,3.6045,3.535,3.743,137582.32319999998,59723.681400000016,1176472.0,2024-02-18,0,2662,2471256.0931,1584.649,6352.7501,380012.79827500007,103473.23277999999,30940.200839999998,0.4,1.0,1.0,58.1,1.0,0.9,55.6,1.6,6.4,0.0,0.2,3.2,3.1
221,FRONTUSDT,1966757,10779098054.8118,746267561.15555,16712980.0,17125020.0,9985203.942,10220541.1182,10220541.1182,1053836,8211509419.4742,568506110.31795,16444875.0,26701491.0,10796688.0371,17823811.3813,17823811.3813,215548.0,0.64015,0.6026,0.6451,137983.0522,9552.95845,1898497.0,2024-02-18,0,4972,1801324.4133,55242.4488485,34923.0704236,346606.00463,71501.72936761999,39252.20515665,0.4,0.6,1.0,72.4,1.7,0.6,78.2,55.2,34.9,0.8,0.9,5.5,6.0
307,GMXUSDT,284414,3467934220.6185164,1640793334.9370642,538436.274,543141.972,24657181.707990002,24863796.00244,24863796.00244,168423,2877005884.0000086,1361205772.294032,152468.701,154627.855,7218382.90932,7325872.70676,7325872.70676,2592.1730000000002,46.724000000000004,46.19,47.06,121116.69125200002,57304.27600800001,424661.0,2024-02-18,0,762,718569.2426,7216.63006555,5316.14124206,303761.65298375,67617.843959196,15184.876727195999,0.4,3.4,1.0,203.6,0.3,1.0,59.6,7.2,5.3,0.1,0.4,34.3,10.0
19,FETUSDT,2154189,21792893242.5,12498943097.754,31410915.0,35713044.0,34091780.3558,38602551.0576,38602551.0576,1689098,19790124542.5,11350289188.394,9016586.0,13897044.4,10715771.8006,16804366.5423,16804366.5423,238750.0,1.1155,1.0994,1.1764,266325.625,152746.5305,2263752.0,2024-02-18,0,5105,3904798.1087,86680.1494033,4532.8488836,615075.43512,169065.24369936,62180.645661689996,0.4,2.3,0.9,128.0,0.4,0.6,40.2,86.7,4.5,0.5,0.1,8.7,2.7
83,RENUSDT,5505410,8663465199.609001,431752411.5498,27842176.0,28859168.0,2038017.079969,2109330.251532,2109330.251532,3246416,6787234496.280601,338248586.91132003,55868736.0,57781908.0,4481370.551402,4643316.498821,4643316.498821,1027410.0,0.07911,0.073875,0.07936,81278.4051,4050.59022,9518186.0,2024-02-18,0,5078,718271.933742,16809.15947,22051.42641,193101.9917695,89975.98453600002,14892.157394999998,0.4,0.5,1.0,25.1,2.2,1.0,55.1,16.8,22.1,0.2,1.5,2.8,6.2
16,EOSUSDT,13563,835457756.81823,359079446.44068,12859414.5,12988611.9,9831662.6598,9924483.6279,9924483.6279,10982,772953225.99768,332215021.34688,70128858.8,70210498.3,54866845.0693,54933620.1604,54933620.1604,150497.1,0.7763,0.769,0.78,116830.89873,50213.87868,1013279.3,2024-02-18,0,541,391521.5435,5969.8848,2004.1606000000002,291658.9432765,211325.40406,110557.42299000002,0.4,0.2,1.0,84.2,5.5,1.0,469.6,6.0,2.0,0.0,0.0,25.1,140.1
18,ETHUSDT,21403455,2156726963913.297,1014103347056.8752,375817.5203,424825.6758,1089318442.28492,1224326795.288885,1224326795.288885,20942821,2097314400859.3232,986167275380.4956,147589.3645,171527.617,441805385.50522,516125089.961839,516125089.961839,2900.0919,2926.6345,2919.33,2950.0,8487509.00771055,3990867.3823399497,44405933.0,2024-02-18,0,9950,33737830.17535,487448.45721,24322.34908,19165380.739136647,4880310.292394,3842753.512321,0.4,2.4,0.9,128.3,0.4,0.9,52.1,487.4,24.3,0.1,0.0,32.3,13.1
97,ZENUSDT,23391,1126896187.892925,47951017.180649996,205239.19,235923.9,2058329.099,2350983.7453,2350983.7453,14640,948163004.07885,40345668.9153,57867.5,58310.04,613011.854,617886.6186,617886.6186,13822.81,10.4025,10.09,10.53,143791.781025,6118.542449999999,187855.0,2024-02-18,0,302,435741.6249,5927.1674,,332426.27859900007,149221.6648,91563.31205,0.4,3.8,0.9,14.3,0.3,1.0,4.3,5.9,,0.0,,4.7,1.4
196,UNFIUSDT,2049125,4725030987.252001,3059781359.6340003,624302.9,637278.2,4351570.9176,4437143.8071,4437143.8071,1113856,3550914919.6480002,2299460746.4160004,1022391.3,1430014.7,7802301.9393,11055371.8757,11055371.8757,8332.4,7.202500000000001,7.049,7.513,60014.111000000004,38863.249500000005,1815879.0,2024-02-18,0,4350,1274070.2874,21941.2616,7660.4319,166109.98916499998,84212.53244,19983.752399999998,0.4,0.4,1.0,72.5,2.5,0.7,130.0,21.9,7.7,0.3,0.4,3.4,6.1
285,RNDRUSDT,1203449,33651642595.30575,15697852215.146849,8745677.02,9913069.86,63934871.73783,72116270.28037,72116270.28037,962986,30323780807.36405,14145467888.24239,4479646.2,5280982.15,35630617.317999996,42431047.51732,42431047.51732,62839.9,7.6594999999999995,7.4,7.885,481322.21405,224527.67239,866991.0,2024-02-18,0,7705,7457634.3269,80160.87986110001,1537.9656413,1144521.8641155001,124891.34958596001,35409.184480259995,0.4,1.7,0.9,132.8,0.6,0.8,74.0,80.2,1.5,0.6,0.0,8.6,4.8
167,GRTUSDT,218638,8095002085.997999,3073932492.579,166247058.0,167702667.0,44950240.187,45327523.6814,45327523.6814,195065,7805181023.6598,2963878119.3879,19781387.0,32292108.0,5692636.821,9449178.1046,9449178.1046,1076098.0,0.27315,0.2722,0.2862,293936.1687,111617.01135,410573.0,2024-02-18,0,1719,1753086.1695,46374.89292,5210.356760000001,672763.4128850001,106242.730962,42962.53412000001,0.4,4.8,1.0,152.9,0.2,0.6,19.4,46.4,5.2,0.4,0.1,25.6,3.2
178,ORDIUSDT,7592587,170850067505.94788,77958264864.90146,526544.22,734436.54,31120360.77988,42597689.34579,42597689.34579,7138638,166627695235.00443,76031611743.47401,168689.35,223560.34,10518234.3581,14102997.74967,14102997.74967,17743.49,60.016999999999996,59.509,62.0,1064911.03933,485915.0369299999,0.0,2024-02-18,0,5462,4780035.58008,106046.4590761,3720.0939130999996,2937487.9648265005,1211983.0968221002,398638.20111002,0.4,3.0,0.7,29.2,0.3,0.7,9.9,106.0,3.7,0.1,0.0,6.5,2.2
308,GNSUSDT,70654,275465182.3362,47449614.72240001,440248.31,443716.7,2754036.2438499997,2774914.48911,2774914.48911,49323,251927947.7424,43395263.084800005,362290.85,454159.41,2358941.12,2980351.13377,2980351.13377,4646.43,6.34,6.305,6.441,29458.3662,5074.282400000001,89135.0,2024-02-18,0,135,87362.5733,,,112744.50075100001,,,0.3,0.9,1.0,93.5,1.1,0.8,80.1,,,,,31.5,27.0
200,ALPACAUSDT,68848,538398184.2624,80422995.98592001,12848893.1,13627875.8,2469075.21704,2610839.81408,2610839.81408,30534,344733295.0655,51494386.89740001,28020989.1,32399517.9,5700813.70363,6621267.67547,6621267.67547,221886.5,0.2006,0.194,0.201,44510.4319,6648.726520000001,359688.0,2024-02-18,0,591,455299.6191,,,127643.88032899999,,,0.3,0.4,0.9,55.5,2.5,0.9,128.1,,,,,5.4,12.5
218,FIDAUSDT,24737,166796231.787675,77166896.04179999,16909728.3,17030222.6,5609821.04097,5648363.2453,5648363.2453,19979,157163373.118395,72710333.71091999,12510203.3,13252316.9,4284122.46036,4548956.35364,4548956.35364,80976.7,0.33795,0.3341,0.3394,27366.075764999998,12660.688439999998,323132.0,2024-02-18,0,251,153400.12034,,,88827.4056385,,,0.3,1.2,1.0,205.0,0.8,0.9,156.5,,,,,36.6,27.9
173,MASKUSDT,410060,9144358148.568,3956766497.7935996,9451599.5,9686597.8,39742603.0716,40682928.7619,40682928.7619,330946,8577733791.031,3711587969.3162,7037237.8,7245114.7,31014468.2389,31985948.0803,31985948.0803,60528.5,4.259,4.24,4.382,257790.88150000002,111546.19129999999,732237.0,2024-02-18,0,1091,1250373.0226,18371.870600000002,2337.6684,757192.7909649999,210850.69904,200994.0895,0.3,1.3,1.0,154.2,0.8,1.0,120.3,18.4,2.3,0.1,0.0,31.8,24.8
300,ARKMUSDT,4108934,17566910838.036003,5067797095.942,20170841.0,21172399.0,26821861.0298,28086860.9943,28086860.9943,1994027,12385263773.736002,3572967630.0920005,6352861.0,7151675.0,9305159.833899999,10534494.075299999,10534494.075299999,114498.0,1.358,1.3452,1.4546,155488.284,44856.098000000005,982579.0,2024-02-18,0,3590,1514473.69,38071.365750000004,,538807.38513,174207.13495612,49372.39140563,0.3,2.7,1.0,172.5,0.4,0.9,59.8,38.1,,0.2,,17.7,6.1
7,BTCUSDT,44322355,4157672910545.615,1928918138253.8672,29134.29261,36702.29074,1467347446.6939442,1829171864.625654,1829171864.625654,44832586,4145805739455.4927,1923412461867.5796,36959.38206,39167.50696,1924936346.3107316,2045381321.445793,2045381321.445793,248.95178,50982.409499999994,50855.17,51124.01,12692161.59371391,5888423.942553734,94611984.0,2024-02-18,0,17286,35605536.2058347,159533.32773,36704.897170000004,36748708.949512884,8149777.385364001,6567439.720466,0.3,0.9,0.8,115.6,1.1,0.9,151.7,159.5,36.7,0.0,0.0,41.2,54.1
172,LITUSDT,106392,859913655.81,358376661.80250007,10711517.5,11970198.5,13475598.0099,14990035.373,14990035.373,49865,608167689.525,253459292.00625005,1629035.7,1691105.1,2193601.8012,2281002.4433,2281002.4433,39758.0,1.2925,1.27,1.336,51387.215,21416.078750000004,385727.0,2024-02-18,0,724,574075.2913,71274.6385,2610.4064,162280.259735,82383.37224,19228.16422,0.3,6.6,0.9,262.2,0.2,1.0,42.7,71.3,2.6,0.9,0.1,23.5,3.8
222,GALAUSDT,155242,5671461645.55215,2496351285.94635,791300542.0,818620733.0,21761471.6446,22473063.54063,22473063.54063,128501,5072710887.62613,2232805075.47657,341666405.0,354904231.0,9802344.39704,10199191.185730001,10199191.185730001,8289849.0,0.02793,0.02761,0.02856,231535.48257,101912.68773,1377015.0,2024-02-18,0,1288,2674051.28446,22514.836909999998,,674384.2936915,233103.954458,83656.285173,0.3,2.2,1.0,94.0,0.5,1.0,42.3,22.5,,0.1,,8.1,3.7
226,IDEXUSDT,190706,870232936.491588,500117797.80462,39673058.9,41516579.3,2407654.127772,2514632.377652,2514632.377652,132006,717371484.830136,412269212.24964,86911214.9,90696959.2,5578305.131946,5830689.127473,5830689.127473,605808.3,0.06218,0.06116,0.06316,37669.160094,21648.24681,186070.0,2024-02-18,0,1872,482868.266401,,30.514106700000006,128631.41064519998,39818.68579844,7928.06715209,0.3,0.4,1.0,63.9,2.3,1.0,148.1,,0.0,,0.0,5.0,11.6
204,BETAUSDT,51255,153992842.79676002,60948086.96328001,20434914.0,20528754.0,1575661.29183,1582611.9478499999,1582611.9478499999,55772,197809823.95548,78290199.29544,34617292.0,40461994.0,2783478.20227,3269460.91017,3269460.91017,238018.0,0.07827,0.07792,0.07925,18629.66886,7373.3470800000005,147670.0,2024-02-18,0,415,105056.16046999999,,,63315.6095465,,,0.3,0.5,1.0,84.6,2.1,0.9,149.4,,,,,15.0,26.5
69,HBARUSDT,42270,2680247615.1074996,1356736018.3649998,509582353.0,514321817.0,55001913.3012,55484629.2732,55484629.2732,45653,2763998501.7309,1399130550.7998,68536197.0,82597073.0,7740860.8433,9413116.8762,9413116.8762,1994026.0,0.10994999999999999,0.1088,0.1123,219243.15869999997,110980.45139999999,11612993.0,2024-02-18,0,656,1396177.8338,30110.42521,,736354.9340625,106996.11781599998,31717.265628000005,0.3,5.9,1.0,250.9,0.2,0.8,35.3,30.1,,0.3,,39.4,5.5
217,FARMUSDT,76204,288829582.535184,119592700.781824,54107.65,54543.619,2531501.90976,2551125.73279,2551125.73279,57263,242811181.67934,100538333.85824,88716.435,96023.067,4336408.01642,4705424.44372,4705424.44372,438.159,47.588,47.28,48.18,20851.110492,8633.605312,49908.0,2024-02-18,0,216,58974.18333,,,72478.03155575001,,,0.3,0.5,1.0,121.4,1.8,0.9,208.0,,,,,42.9,73.5
235,PHAUSDT,14891,135208158.19395003,55052546.4764,38164720.0,39139591.0,4803263.3405,4920414.0027,4920414.0027,10654,121873353.24075001,49623029.654,30519985.0,33727309.0,4067374.5798,4509907.9341,4509907.9341,189543.0,0.12745,0.127,0.131,24157.255350000003,9836.0812,159021.0,2024-02-18,0,273,159813.12470000001,,,93418.18628499999,,,0.3,1.1,1.0,198.8,0.9,0.9,168.4,,,,,30.1,25.5
22,ICXUSDT,46407,315089641.59452003,169454590.09349,12346171.8,12436364.0,2997167.7972399998,3017840.46098,3017840.46098,24906,228852531.34976003,123076441.66112001,5382808.4,5390716.9,1345161.35003,1347212.55594,1347212.55594,113627.6,0.2449,0.2438,0.2487,27827.399240000002,14965.52063,930593.7,2024-02-18,0,186,130819.42738,55.0702,,110790.883112,40750.49398,11133.01212,0.3,2.2,1.0,107.7,0.4,1.0,48.3,0.1,,0.0,,22.9,10.3
276,NEXOUSDT,6678,36503288.75595,12157552.898099998,4555129.99,4983652.13,5191898.438589999,5654716.3782399995,5654716.3782399995,2656,20018321.551,6667174.697999999,762633.97,764298.34,886059.55793,888081.65675,888081.65675,10463.54,1.1524999999999999,1.147,1.155,12059.22985,4016.3702999999996,48344.0,2024-02-18,0,182,47930.88778,,,41587.20335815,,,0.3,6.4,0.9,430.5,0.2,1.0,73.5,,,,,108.3,18.5
107,CRVUSDT,1377121,7023060978.1332,1475139857.5055997,22682133.8,22867997.5,12898337.61064,12998597.32196,12998597.32196,829953,5606417337.7674,1177584773.7192,14269304.4,21121657.8,8763883.42284,13213251.11565,13213251.11565,181811.0,0.5898,0.5727,0.609,107232.1278,22523.282399999996,1638188.0,2024-02-18,0,2467,1823981.22929,514.4639999999999,18810.2889,412049.81862399995,216739.80646000002,26169.406759999998,0.3,1.0,1.0,120.3,1.0,0.7,81.7,0.5,18.8,0.0,0.7,7.1,4.8
